# Acquisizione Analog Discovery 2
# Timestamp 2025-10-05 17:40:24
# time	ch1	ch2
-3.898999999999999688e-03	2.153223780481571814e-01	1.733459323102959360e-02
-3.897999999999999989e-03	2.263703771447561908e-01	2.106329469522659481e-02
-3.896999999999999856e-03	2.484663753379542650e-01	3.597810055201459967e-02
-3.895999999999999724e-03	2.816103726277513486e-01	1.360589176683259238e-02
-3.895000000000000025e-03	2.889757053588173363e-01	3.597810055201459967e-02
-3.893999999999999892e-03	3.147543699175484044e-01	1.360589176683259238e-02
-3.892999999999999759e-03	3.184370362830814538e-01	2.479199615942359602e-02
-3.891999999999999627e-03	3.478983672073455158e-01	1.360589176683259238e-02
-3.890999999999999927e-03	3.847250308626755655e-01	3.597810055201459967e-02
-3.889999999999999795e-03	3.589463663039445529e-01	1.733459323102959360e-02
-3.888999999999999662e-03	4.215516945180056707e-01	9.877190302635591168e-03
-3.887999999999999963e-03	4.325996936146047078e-01	3.224939908781759845e-02
-3.886999999999999830e-03	4.436476927112037449e-01	2.852069762362059724e-02
-3.885999999999999698e-03	4.657436909044017637e-01	1.360589176683259238e-02
-3.884999999999999998e-03	4.988876881941988750e-01	1.733459323102959360e-02
-3.883999999999999866e-03	4.952050218286658811e-01	4.343550348040860209e-02
-3.882999999999999733e-03	5.320316854839959309e-01	4.343550348040860209e-02
-3.882000000000000034e-03	5.725410155048591410e-01	4.343550348040860209e-02
-3.880999999999999901e-03	5.688583491393259806e-01	1.733459323102959360e-02
-3.879999999999999769e-03	5.835890146014581781e-01	4.343550348040860209e-02
-3.878999999999999636e-03	6.130503455257221290e-01	6.148488838438589954e-03
-3.877999999999999937e-03	6.535596755465853391e-01	3.224939908781759845e-02
-3.876999999999999804e-03	6.535596755465853391e-01	2.106329469522659481e-02
-3.875999999999999671e-03	6.830210064708492901e-01	2.106329469522659481e-02
-3.874999999999999972e-03	6.572423419121182775e-01	4.343550348040860209e-02
-3.873999999999999840e-03	7.161650037606464014e-01	2.852069762362059724e-02
-3.872999999999999707e-03	7.124823373951134631e-01	2.852069762362059724e-02
-3.872000000000000008e-03	7.456263346849105744e-01	6.148488838438589954e-03
-3.870999999999999875e-03	7.787703319747074637e-01	1.733459323102959360e-02
-3.869999999999999742e-03	8.045489965334386984e-01	2.852069762362059724e-02
-3.868999999999999610e-03	8.082316628989716367e-01	3.224939908781759845e-02
-3.867999999999999911e-03	8.524236592853677852e-01	4.716420494460560331e-02
-3.866999999999999778e-03	8.597889920164336619e-01	1.360589176683259238e-02
-3.865999999999999645e-03	8.671543247474997607e-01	1.733459323102959360e-02
-3.864999999999999946e-03	9.039809884028298104e-01	2.479199615942359602e-02
-3.863999999999999813e-03	9.260769865960278846e-01	2.106329469522659481e-02
-3.862999999999999681e-03	9.260769865960278846e-01	2.852069762362059724e-02
-3.861999999999999982e-03	9.739516493479569714e-01	2.852069762362059724e-02
-3.860999999999999849e-03	9.702689829824240331e-01	2.479199615942359602e-02
-3.859999999999999716e-03	9.997303139066882061e-01	3.970680201621160088e-02
-3.859000000000000017e-03	1.018143645734353120e+00	4.343550348040860209e-02
-3.857999999999999884e-03	1.051287643024150231e+00	2.419787374241588740e-03
-3.856999999999999752e-03	1.043922310293084132e+00	2.106329469522659481e-02
-3.855999999999999619e-03	1.069700974851815145e+00	1.733459323102959360e-02
-3.854999999999999920e-03	1.088114306679480281e+00	2.852069762362059724e-02
-3.853999999999999787e-03	1.113892971238211294e+00	3.597810055201459967e-02
-3.852999999999999654e-03	-8.673815334185475123e-01	-4.605333166031942704e-02
-3.851999999999999955e-03	-8.673815334185475123e-01	-6.096813751710743190e-02
-3.850999999999999823e-03	-8.563335343219484752e-01	-4.232463019612242583e-02
-3.849999999999999690e-03	-8.231895370321513639e-01	-5.351073458871342947e-02
-3.848999999999999991e-03	-8.195068706666184255e-01	-3.859592873192542462e-02
-3.847999999999999858e-03	-7.753148742802222770e-01	-3.859592873192542462e-02
-3.846999999999999725e-03	-7.605842088180903016e-01	-3.859592873192542462e-02
-3.846000000000000026e-03	-7.237575451627600298e-01	-3.859592873192542462e-02
-3.844999999999999894e-03	-7.053442133350951160e-01	-3.113852580353142219e-02
-3.843999999999999761e-03	-7.053442133350951160e-01	-2.368112287513741976e-02
-3.842999999999999628e-03	-6.869308815074299801e-01	-3.486722726772842340e-02
-3.841999999999999929e-03	-6.758828824108309430e-01	-3.486722726772842340e-02
-3.840999999999999796e-03	-6.574695505831660292e-01	-4.232463019612242583e-02
-3.839999999999999664e-03	-6.095948878312369423e-01	-2.740982433933442097e-02
-3.838999999999999965e-03	-6.206428869278359794e-01	2.419787374241588740e-03
-3.837999999999999832e-03	-5.727682241759066706e-01	-2.368112287513741976e-02
-3.836999999999999699e-03	-6.022295551001708436e-01	-2.368112287513741976e-02
-3.836000000000000000e-03	-5.433068932516427196e-01	-1.622371994674341733e-02
-3.834999999999999867e-03	-5.101628959618456083e-01	-1.622371994674341733e-02
-3.833999999999999735e-03	-4.991148968652466267e-01	-5.037615554152413688e-03
-3.833000000000000036e-03	-4.954322304997135773e-01	-1.308914089955412474e-03
-3.831999999999999903e-03	-4.770188986720485524e-01	-3.113852580353142219e-02
-3.830999999999999770e-03	-4.475575677477844350e-01	-1.995242141094041854e-02
-3.829999999999999637e-03	-4.291442359201194101e-01	-8.766317018349414902e-03
-3.828999999999999938e-03	-3.996829049958553481e-01	-1.249501848254641612e-02
-3.827999999999999806e-03	-3.812695731681902678e-01	-3.113852580353142219e-02
-3.826999999999999673e-03	-3.665389077060582368e-01	9.877190302635591168e-03
-3.825999999999999974e-03	-3.149815785885961561e-01	1.733459323102959360e-02
-3.824999999999999841e-03	-3.076162458575301129e-01	-1.308914089955412474e-03
-3.823999999999999708e-03	-3.076162458575301129e-01	-1.622371994674341733e-02
-3.823000000000000009e-03	-2.707895822022000076e-01	-8.766317018349414902e-03
-3.821999999999999877e-03	-2.671069158366670138e-01	-2.368112287513741976e-02
-3.820999999999999744e-03	-2.413282512779359457e-01	9.877190302635591168e-03
-3.819999999999999611e-03	-2.376455849124029518e-01	2.106329469522659481e-02
-3.818999999999999912e-03	-2.118669203536718837e-01	-5.037615554152413688e-03
-3.817999999999999779e-03	-1.971362548915398527e-01	-1.308914089955412474e-03
-3.816999999999999647e-03	-1.824055894294077940e-01	9.877190302635591168e-03
-3.815999999999999948e-03	-1.161175948498136407e-01	1.733459323102959360e-02
-3.814999999999999815e-03	-1.013869293876816097e-01	-1.308914089955412474e-03
-3.813999999999999682e-03	-7.560826482895054157e-02	-8.766317018349414902e-03
-3.812999999999999983e-03	-6.456026573235151833e-02	2.479199615942359602e-02
-3.811999999999999850e-03	-8.297359756001655706e-02	-8.766317018349414902e-03
-3.810999999999999718e-03	-3.878160117362045023e-02	-1.308914089955412474e-03
-3.810000000000000019e-03	-2.773360207702142352e-02	-1.308914089955412474e-03
-3.808999999999999886e-03	-9.320270249356377851e-03	2.106329469522659481e-02
-3.807999999999999753e-03	5.410395212775658338e-03	-1.308914089955412474e-03
-3.806999999999999620e-03	3.855439250257274020e-02	-1.308914089955412474e-03
-3.805999999999999921e-03	5.696772433023778587e-02	6.148488838438589954e-03
-3.804999999999999789e-03	7.169838979236982379e-02	-5.037615554152413688e-03
-3.803999999999999656e-03	1.085250534476999151e-01	2.479199615942359602e-02
-3.802999999999999957e-03	1.232557189098319461e-01	1.733459323102959360e-02
-3.801999999999999824e-03	1.453517171030299926e-01	2.106329469522659481e-02
-3.800999999999999691e-03	1.453517171030299926e-01	2.106329469522659481e-02
-3.799999999999999992e-03	1.821783807583600978e-01	2.479199615942359602e-02
-3.798999999999999860e-03	2.079570453170911659e-01	2.852069762362059724e-02
-3.797999999999999727e-03	2.300530435102892124e-01	1.360589176683259238e-02
-3.797000000000000028e-03	2.484663753379542650e-01	1.733459323102959360e-02
-3.795999999999999895e-03	2.779277062622183547e-01	1.733459323102959360e-02
-3.794999999999999762e-03	2.852930389932843425e-01	2.106329469522659481e-02
